AAAIndicator Name,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
GNI (constant 2005 US$),808,Russian Federation,RUS,GNI (constant 2005 US$),NY.GNP.MKTP.KD,5.44590398804e+11,5.20127897897e+11,4.98905677367e+11,5.02413078583e+11,4.6653290635e+11,4.97871326272e+11,5.53343971034e+11,5.8911800029e+11,6.14133518325e+11,6.51440687472e+11,7.03688890126e+11,7.4548968241e+11,8.00862949578e+11,8.75170299363e+11,9.12582041157e+11,8.4182777972e+11,8.78650680051e+11,9.11782670109e+11
GNI (constant LCU),810,Russian Federation,RUS,GNI (constant LCU),NY.GNP.MKTP.KN,7.00354359586e+12,6.68895084516e+12,6.41602876095e+12,6.46113465591e+12,5.99970832336e+12,6.40272679491e+12,7.11611632e+12,7.57617763221e+12,7.89788229597e+12,8.37766009986e+12,9.04958264182e+12,9.58714935571e+12,1.02992608647e+13,1.12548685376e+13,1.17359911671e+13,1.08260769349e+13,1.12996269431e+13,1.17257110924e+13
"GNI, PPP (constant 2011 international $)",812,Russian Federation,RUS,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,1.86592183291e+12,1.78210633666e+12,1.70939296397e+12,1.72141031962e+12,1.59847462908e+12,1.70584898249e+12,1.89591406483e+12,2.01848607929e+12,2.10419636975e+12,2.2320213582e+12,2.4110385834e+12,2.55426000472e+12,2.74398459111e+12,2.99858273793e+12,3.12676602205e+12,2.88434176802e+12,3.01050751356e+12,3.12402714914e+12
GNI per capita (constant 2005 US$),815,Russian Federation,RUS,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,3671.32994556,3505.47836846,3367.34298015,3396.62668302,3159.27893363,3381.94737286,3774.60414049,4035.71590758,4226.48289752,4503.61933827,4884.4539441,5194.3795604,5598.50116792,6128.42519563,6393.21155324,5895.75770123,6150.88602863,6377.84788848
GNI per capita (constant LCU),817,Russian Federation,RUS,GNI per capita (constant LCU),NY.GNP.PCAP.KN,47214.0518543,45081.166748,43304.7174821,43681.3118734,40628.97141,43492.5329509,48542.1790636,51900.1296412,54353.432038,57917.463187,62815.0738879,66800.7805216,71997.8668135,78812.7978859,82218.004447,75820.6464563,79101.6487791,82020.4245848
"GNI per capita, PPP (constant 2011 international $)",819,Russian Federation,RUS,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,12579.022172,12010.7674261,11537.4762378,11637.8105453,10824.5895474,11587.5150473,12932.8689816,13827.5122733,14481.1343208,15430.6827091,16735.5305495,17797.4239933,19182.0597347,20997.7304025,21904.9638881,20200.5452914,21074.6876143,21852.3235963
Primary school starting age (years),868,Russian Federation,RUS,Primary school starting age (years),SE.PRM.AGES,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
"Primary education, duration (years)",872,Russian Federation,RUS,"Primary education, duration (years)",SE.PRM.DURS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Lower secondary school starting age (years),909,Russian Federation,RUS,Lower secondary school starting age (years),SE.SEC.AGES,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
"Secondary education, duration (years)",913,Russian Federation,RUS,"Secondary education, duration (years)",SE.SEC.DURS,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Prevalence of anemia among children (% of children under 5),965,Russian Federation,RUS,Prevalence of anemia among children (% of children under 5),SH.ANM.CHLD.ZS,29.2,28.2,27.4,26.8,26.3,26.0,25.9,25.8,25.9,26.0,26.1,26.1,26.0,25.8,25.6,25.5,25.6,25.9
Prevalence of anemia among non-pregnant women (% of women ages 15-49),966,Russian Federation,RUS,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,22.1,21.7,21.5,21.4,21.3,21.3,21.4,21.4,21.5,21.6,21.7,21.7,21.6,21.5,21.3,21.2,21.2,21.4
Number of infant deaths,970,Russian Federation,RUS,Number of infant deaths,SH.DTH.IMRT,26889.0,23657.0,22889.0,24009.0,26222.0,28277.0,29181.0,28899.0,27623.0,25916.0,23953.0,22413.0,20739.0,19388.0,18262.0,17421.0,16884.0,16712.0
Number of under-five deaths,972,Russian Federation,RUS,Number of under-five deaths,SH.DTH.MORT,35043.0,31203.0,29083.0,29641.0,31466.0,33124.0,33636.0,33123.0,31642.0,29534.0,27451.0,25573.0,23893.0,22343.0,21141.0,20221.0,19607.0,19314.0
Number of neonatal deaths,974,Russian Federation,RUS,Number of neonatal deaths,SH.DTH.NMRT,17287.0,15209.0,14641.0,15309.0,16745.0,18036.0,18482.0,18261.0,17450.0,16368.0,15066.0,13989.0,12925.0,12025.0,11322.0,10697.0,10316.0,10221.0
"Mortality rate, under-5 (per 1,000 live births)",977,Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.4,26.4,26.0,25.6,25.0,24.2,23.2,22.0,20.7,19.3,18.0,16.7,15.5,14.4,13.5,12.7,12.0,11.4
"Mortality rate, neonatal (per 1,000 live births)",980,Russian Federation,RUS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,14.3,14.3,14.1,13.8,13.5,13.1,12.5,11.9,11.2,10.5,9.7,9.0,8.3,7.7,7.2,6.7,6.3,6.0
"Improved water source, rural (% of rural population with access)",981,Russian Federation,RUS,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,83.2,83.6,84.0,84.4,84.8,85.2,85.6,86.0,86.4,86.8,87.2,87.6,88.0,88.4,88.8,89.2,89.6,90.0
"Improved water source, urban (% of urban population with access)",982,Russian Federation,RUS,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,97.9,98.0,98.0,98.1,98.1,98.2,98.2,98.3,98.3,98.4,98.4,98.5,98.5,98.6,98.6,98.7,98.7,98.8
Improved water source (% of population with access),983,Russian Federation,RUS,Improved water source (% of population with access),SH.H2O.SAFE.ZS,94.0,94.2,94.3,94.4,94.6,94.7,94.9,95.0,95.2,95.3,95.5,95.6,95.8,95.9,96.1,96.2,96.3,96.5
"Immunization, DPT (% of children ages 12-23 months)",988,Russian Federation,RUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88.0,78.0,84.0,88.0,91.0,95.0,96.0,96.0,96.0,97.0,97.0,98.0,99.0,98.0,98.0,98.0,97.0,97.0
"Immunization, measles (% of children ages 12-23 months)",989,Russian Federation,RUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,81.0,85.0,88.0,91.0,94.0,97.0,97.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0
Prevalence of anemia among pregnant women (%),999,Russian Federation,RUS,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,28.9,28.4,28.0,27.5,27.1,26.7,26.3,26.0,25.6,25.3,25.0,24.7,24.4,24.1,23.9,23.6,23.4,23.3
Improved sanitation facilities (% of population with access),1002,Russian Federation,RUS,Improved sanitation facilities (% of population with access),SH.STA.ACSN,72.6,72.6,72.6,72.5,72.5,72.5,72.5,72.4,72.4,72.4,72.4,72.4,72.3,72.3,72.3,72.3,72.3,72.3
"Improved sanitation facilities, rural (% of rural population with access)",1003,Russian Federation,RUS,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,58.4,58.4,58.4,58.4,58.5,58.5,58.5,58.5,58.5,58.5,58.6,58.6,58.6,58.6,58.6,58.7,58.7,58.7
"Improved sanitation facilities, urban (% of urban population with access)",1004,Russian Federation,RUS,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,77.8,77.7,77.7,77.7,77.6,77.6,77.5,77.5,77.4,77.4,77.4,77.3,77.3,77.2,77.2,77.2,77.1,77.1
"Incidence of tuberculosis (per 100,000 people)",1032,Russian Federation,RUS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,86.0,96.0,104.0,111.0,118.0,123.0,128.0,132.0,136.0,138.0,138.0,136.0,132.0,126.0,119.0,112.0,105.0,99.0
"Employment to population ratio, ages 15-24, female (%) (national estimate)",1074,Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,38.2000007629,36.7999992371,34.5,30.5,27.2000007629,30.2000007629,30.8999996185,29.7000007629,30.7000007629,29.0,29.0,29.7999992371,29.3999996185,30.7999992371,31.7999992371,31.1000003815,30.2999992371,31.1000003815
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",1075,Russian Federation,RUS,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,37.7000007629,36.5999984741,34.0999984741,30.0,26.7999992371,29.5,30.6000003815,29.5,30.7000007629,29.3999996185,29.1000003815,30.0,29.7999992371,31.2999992371,32.2999992371,31.5,30.7000007629,31.0
"Employment to population ratio, ages 15-24, total (%) (national estimate)",1078,Russian Federation,RUS,"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,42.5999984741,41.0,38.0,33.0,29.6000003815,34.4000015259,34.5999984741,33.5,34.2000007629,32.2999992371,32.5999984741,33.0999984741,32.5,33.7000007629,36.0,34.2999992371,34.2000007629,35.0
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",1079,Russian Federation,RUS,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,41.9000015259,40.5999984741,37.5,32.5,29.1000003815,33.7999992371,34.2999992371,33.2999992371,34.2999992371,32.7000007629,32.7000007629,33.2999992371,32.9000015259,34.2000007629,36.5,34.7999992371,34.5,34.9000015259
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),1080,Russian Federation,RUS,Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),SL.EMP.INSV.FE.ZS,50.2,50.2,50.1,50.1,50.3,50.2,50.4,50.4,50.6,51.0,50.9,50.9,51.2,51.0,50.6,50.9,50.7,50.7
"Employment to population ratio, 15+, female (%) (national estimate)",1087,Russian Federation,RUS,"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,54.4000015259,52.9000015259,51.9000015259,49.5,47.9000015259,52.0,53.7999992371,53.9000015259,55.5,55.2999992371,56.2999992371,57.2000007629,57.7999992371,58.9000015259,58.5,57.7000007629,58.0,59.2000007629
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",1088,Russian Federation,RUS,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,48.5999984741,47.9000015259,47.0,45.0,43.5,47.0,48.5,48.4000015259,49.7999992371,50.7000007629,51.5,52.2999992371,52.7000007629,53.9000015259,53.5999984741,52.5999984741,52.5999984741,53.4000015259
"Employment to population ratio, 15+, male (%) (national estimate)",1089,Russian Federation,RUS,"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,67.4000015259,65.6999969482,64.1999969482,60.9000015259,58.7000007629,62.0999984741,63.7999992371,63.5,64.5,64.0,64.9000015259,65.9000015259,66.0,67.8000030518,68.5999984741,66.9000015259,68.0,69.1999969482
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",1090,Russian Federation,RUS,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,64.4000015259,63.0999984741,61.5999984741,58.2999992371,56.2999992371,59.5999984741,61.0,60.7999992371,61.7999992371,62.2000007629,62.9000015259,63.5999984741,63.7000007629,65.5999984741,66.3000030518,64.4000015259,65.3000030518,66.3000030518
"Employment to population ratio, 15+, total (%) (national estimate)",1091,Russian Federation,RUS,"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,60.5,59.0,57.7000007629,54.9000015259,53.0,56.7999992371,58.5,58.4000015259,59.7999992371,59.4000015259,60.2999992371,61.2999992371,61.7000007629,63.0999984741,63.2000007629,62.0,62.7000007629,63.9000015259
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1092,Russian Federation,RUS,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,55.7999992371,54.7999992371,53.5999984741,51.0999984741,49.4000015259,52.7999992371,54.2000007629,54.0999984741,55.2999992371,56.0,56.7000007629,57.5,57.7000007629,59.2000007629,59.2999992371,57.9000015259,58.4000015259,59.2999992371
GDP per person employed (constant 1990 PPP $),1105,Russian Federation,RUS,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,10947.0,10774.0,10477.0,10815.0,10380.0,10965.0,11991.0,12512.0,12987.0,13849.0,14747.0,15597.0,16773.0,17978.0,18796.0,17585.0,18318.0,19012.0
"Labor force participation rate for ages 15-24, female (%) (national estimate)",1136,Russian Federation,RUS,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,46.2000007629,46.0,43.4000015259,40.2000007629,37.5999984741,40.7000007629,39.7000007629,36.7000007629,37.0,35.7000007629,35.5999984741,35.7999992371,35.5,36.0,37.4000015259,38.2999992371,36.7000007629,36.7000007629
"Labor force participation rate for ages 15-24, male (%) (national estimate)",1138,Russian Federation,RUS,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,55.2999992371,54.7000007629,50.7000007629,46.2000007629,43.4000015259,49.5,47.5,44.7999992371,44.0,42.5,43.0999984741,42.5,42.2000007629,42.7000007629,46.2000007629,45.7999992371,45.5,45.7000007629
"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",1139,Russian Federation,RUS,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,54.2000007629,54.0,50.0,45.4000015259,42.7999992371,48.9000015259,47.0999984741,44.5999984741,44.0999984741,43.0999984741,43.2999992371,42.7000007629,42.7999992371,43.2999992371,46.7000007629,46.2999992371,45.7000007629,45.5999984741
"Labor force participation rate for ages 15-24, total (%) (national estimate)",1140,Russian Federation,RUS,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,50.9000015259,50.4000015259,47.0999984741,43.2000007629,40.5,45.2000007629,43.5999984741,40.7999992371,40.5,39.2000007629,39.4000015259,39.2000007629,38.9000015259,39.4000015259,41.7999992371,42.0999984741,41.2000007629,41.2999992371
"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",1141,Russian Federation,RUS,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,50.0,49.9000015259,46.5,42.4000015259,39.9000015259,44.4000015259,43.2999992371,40.5999984741,40.5999984741,39.7000007629,39.5999984741,39.4000015259,39.4000015259,40.0,42.4000015259,42.5999984741,41.5,41.2000007629
"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",1142,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,65.0,65.0,64.0,62.7000007629,61.7000007629,65.6999969482,65.9000015259,64.6999969482,66.1999969482,66.5999984741,67.4000015259,68.0,68.5,69.0,68.6999969482,68.5999984741,68.0999984741,68.3000030518
"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",1143,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,76.9000015259,76.8000030518,75.4000015259,73.4000015259,72.0999984741,75.3000030518,75.1999969482,74.0999984741,74.4000015259,74.6999969482,75.1999969482,75.5,75.6999969482,76.8000030518,77.8000030518,77.5,77.8000030518,78.0
"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",1144,Russian Federation,RUS,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,70.6999969482,70.8000030518,69.5,67.9000015259,66.6999969482,70.3000030518,70.4000015259,69.3000030518,70.1999969482,70.5,71.0999984741,71.5999984741,71.9000015259,72.8000030518,73.0,72.9000015259,72.6999969482,73.0
"Labor force participation rate, female (% of female population ages 15+) (national estimate)",1145,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,59.0999984741,58.2999992371,57.2000007629,55.9000015259,55.0999984741,59.7000007629,60.0,58.9000015259,60.0999984741,60.0,60.7999992371,61.5,62.0,62.4000015259,62.2000007629,62.5,62.2000007629,63.0
"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",1146,Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,52.7999992371,52.7000007629,51.7999992371,50.7999992371,50.0,54.0,54.0999984741,52.9000015259,54.0,55.0999984741,55.7000007629,56.2000007629,56.5,57.0999984741,56.9000015259,57.0,56.4000015259,56.9000015259
Ratio of female to male labor force participation rate (%) (national estimate),1147,Russian Federation,RUS,Ratio of female to male labor force participation rate (%) (national estimate),SL.TLF.CACT.FM.NE.ZS,80.4081611893,80.0824131774,80.2244015634,80.6637793134,81.1487440882,83.4965045636,83.9160839161,84.022828542,85.6125371607,85.8369079975,86.2411336696,86.4978921517,86.9565180172,86.187845595,84.8567505775,85.1498619901,84.281840367,84.6774176182
Ratio of female to male labor force participation rate (%) (modeled ILO estimate),1148,Russian Federation,RUS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,75.2136773966,75.3934186159,75.7309913472,76.5060211893,76.6871201538,78.7172029171,79.0935632562,78.8375599536,80.2377378177,81.0294095208,81.4327478368,81.8049537983,82.1220893806,81.5714263916,80.3672303295,80.6223514291,79.6610156706,79.9157359055
"Labor force participation rate, male (% of male population ages 15+) (national estimate)",1149,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,73.5,72.8000030518,71.3000030518,69.3000030518,67.9000015259,71.5,71.5,70.0999984741,70.1999969482,69.9000015259,70.5,71.0999984741,71.3000030518,72.4000015259,73.3000030518,73.4000015259,73.8000030518,74.4000015259
"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",1150,Russian Federation,RUS,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,70.1999969482,69.9000015259,68.4000015259,66.4000015259,65.1999969482,68.5999984741,68.4000015259,67.0999984741,67.3000030518,68.0,68.4000015259,68.6999969482,68.8000030518,70.0,70.8000030518,70.6999969482,70.8000030518,71.1999969482
"Labor force participation rate, total (% of total population ages 15+) (national estimate)",1151,Russian Federation,RUS,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,65.9000015259,65.0999984741,63.9000015259,62.2000007629,61.0999984741,65.3000030518,65.5,64.1999969482,64.9000015259,64.6999969482,65.4000015259,66.0,66.3000030518,67.0999984741,67.4000015259,67.5999984741,67.6999969482,68.3000030518
"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",1152,Russian Federation,RUS,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,60.7000007629,60.5,59.4000015259,57.9000015259,57.0,60.7000007629,60.7000007629,59.4000015259,60.0,61.0,61.5,61.9000015259,62.0999984741,63.0,63.2999992371,63.2000007629,63.0,63.4000015259
"Part time employment, female (% of total part time employment)",1155,Russian Federation,RUS,"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,71.5,75.0999984741,74.9000015259,73.9000015259,74.0,66.1999969482,66.0,67.9000015259,69.0999984741,66.9000015259,65.8000030518,65.3000030518,64.3000030518,64.8000030518,64.5,65.1999969482,64.3000030518,65.4000015259
"Labor force, female (% of total labor force)",1166,Russian Federation,RUS,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,47.181609444,47.2298716522,47.25910943,47.5370585899,47.5248168061,48.1974650771,48.2861507848,48.2673958287,48.7970694604,48.9957982531,49.1534894905,49.3071823795,49.4452141791,49.2904201085,48.9167068361,49.1077527526,48.767251614,48.8961741929
"Labor force, total",1167,Russian Federation,RUS,"Labor force, total",SL.TLF.TOTL.IN,70402787.0,70572434.0,69791057.0,68398582.0,67673092.0,72398098.0,72750274.0,71406529.0,72407963.0,73920206.0,74771015.0,75358577.0,75580158.0,76692069.0,77073504.0,76932095.0,76594138.0,76965903.0
"Adolescent fertility rate (births per 1,000 women ages 15-19)",1208,Russian Federation,RUS,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.1136,41.7594,38.4052,35.051,33.5634,32.0758,30.5882,29.1006,27.613,27.9486,28.2842,28.6198,28.9554,29.291,28.8178,28.3446,27.8714,27.3982
"Birth rate, crude (per 1,000 people)",1213,Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.5,9.3,8.9,8.6,8.8,8.3,8.7,9.1,9.8,10.2,10.4,10.2,10.4,11.3,12.0,12.3,12.5,12.6
"Death rate, crude (per 1,000 people)",1214,Russian Federation,RUS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,15.7,15.0,14.2,13.8,13.5,14.6,15.3,15.6,15.4,16.4,16.0,16.1,15.2,14.6,14.5,14.1,14.2,13.5
"Mortality rate, infant (per 1,000 live births)",1217,Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22.2,22.2,22.0,21.6,21.1,20.5,19.7,18.8,17.7,16.6,15.4,14.4,13.3,12.4,11.6,10.9,10.3,9.8
"Life expectancy at birth, female (years)",1219,Russian Federation,RUS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.73,72.52,72.95,73.22,72.5,72.4,72.0,72.3,72.0,71.83,72.3,72.4,73.23,73.9,74.2,74.7,74.9,75.6
"Life expectancy at birth, total (years)",1220,Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.4670731707,65.2212195122,66.1941463415,66.9507317073,66.783902439,66.0436585366,65.3414634146,65.487804878,65.0853658537,65.0075609756,65.4212195122,65.47,66.6431707317,67.4975609756,67.8487804878,68.6048780488,68.856097561,69.6585365854
"Life expectancy at birth, male (years)",1221,Russian Federation,RUS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,57.55,58.27,59.76,60.98,61.34,59.99,59.0,59.0,58.5,58.51,58.87,58.87,60.37,61.4,61.8,62.8,63.1,64.0
"Fertility rate, total (births per woman)",1222,Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4,1.34,1.277,1.23,1.24,1.17,1.21,1.25,1.3,1.31,1.33,1.29,1.3,1.41,1.49,1.54,1.57,1.58
"Survival to age 65, female (% of cohort)",1223,Russian Federation,RUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,77.12261,76.90601,76.68941,76.472828,76.1879,75.90298,75.61806,75.33315,75.048224,75.6006,76.15298,76.70535,77.25773,77.8101,78.04246,78.27482,78.50718,78.73954
"Survival to age 65, male (% of cohort)",1224,Russian Federation,RUS,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,47.07981,46.5578,46.03579,45.513781,44.72591,43.93804,43.15017,42.36229,41.574427,42.6867,43.79898,44.91125,46.02353,47.135802,47.43581,47.73581,48.03581,48.33582
Population ages 0-14 (% of total),1228,Russian Federation,RUS,Population ages 0-14 (% of total),SP.POP.0014.TO.ZS,21.8093920578,21.3829279435,20.6983491949,20.1352007902,19.6017028548,18.9807546578,18.2435228853,17.6488332338,16.9477507505,16.2239019462,15.6095147484,15.173007005,14.9195504873,14.7555281874,14.7000936529,14.7475536703,14.8908187164,15.0835314343
Population ages 15-64 (% of total),1229,Russian Federation,RUS,Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,66.2975328881,66.4826673012,66.9794083004,67.5144821133,68.0917884426,68.7019271587,69.3135593088,69.6096474868,69.9100787,70.2301403081,70.5909643638,71.0074661944,71.2698418645,71.6005019659,71.8945178706,72.0484492547,72.0220572362,71.8150988123
Population ages 65 and above (% of total),1230,Russian Federation,RUS,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,11.8930750541,12.1344047553,12.3222425047,12.3503170966,12.3065087026,12.3173181835,12.4429178059,12.7415192793,13.1421705495,13.5459577457,13.7995208878,13.8195268005,13.8106076482,13.6439698467,13.4053884765,13.203997075,13.0871240474,13.1013697534
Age dependency ratio (% of working-age population),1231,Russian Federation,RUS,Age dependency ratio (% of working-age population),SP.POP.DPND,50.8351759637,50.415144782,49.2996176143,48.1163695281,46.8605869732,45.5563249688,44.2719156083,43.6582476784,43.0408919175,42.389007637,41.6611894377,40.8302616101,40.3118033798,39.6638251111,39.0926642018,38.7954920856,38.8463531313,39.2464833731
"Age dependency ratio, old (% of working-age population)",1232,Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.9389408763,18.2519823276,18.3970612733,18.2928409828,18.073411352,17.9286356089,17.9516359063,18.3042435618,18.7986775932,19.2879550324,19.5485652207,19.4620758565,19.3779125953,19.0556900419,18.6459124288,18.3265523447,18.1709948665,18.2431967339
"Age dependency ratio, young (% of working-age population)",1233,Russian Federation,RUS,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,32.8962350875,32.1631624545,30.9025563411,29.8235285453,28.7871756212,27.6276893599,26.320279702,25.3540041166,24.2422143242,23.1010526046,22.112624217,21.3681857536,20.9338907845,20.6081350693,20.446751773,20.468939741,20.6753582648,21.0032866393
"Population, total",1237,Russian Federation,RUS,"Population, total",SP.POP.TOTL,148336000.0,148375726.0,148160042.0,147915307.0,147670692.0,147214392.0,146596557.0,145976083.0,145306046.0,144648257.0,144067054.0,143518523.0,143049528.0,142805088.0,142742350.0,142785342.0,142849449.0,142960868.0
"Population, female (% of total)",1238,Russian Federation,RUS,"Population, female (% of total)",SP.POP.TOTL.FE.ZS,53.0848223859,53.0857635375,53.0937725504,53.1094067004,53.1327219297,53.1639926048,53.2030334967,53.2494497032,53.3017537091,53.3572180442,53.4122732877,53.463849128,53.5112700115,53.5538990437,53.5888708664,53.6129760871,53.6243848837,53.6214911995
Rural population,1243,Russian Federation,RUS,Rural population,SP.RUR.TOTL,39492977.0,39509488.0,39459464.0,39400200.0,39340949.0,39226747.0,39067982.0,38908465.0,38737139.0,38515491.0,38295904.0,38085510.0,37896681.0,37767662.0,37686835.0,37635360.0,37587976.0,37552961.0
Rural population (% of total population),1245,Russian Federation,RUS,Rural population (% of total population),SP.RUR.TOTL.ZS,26.624,26.628,26.633,26.637,26.641,26.646,26.65,26.654,26.659,26.627,26.582,26.537,26.492,26.447,26.402,26.358,26.313,26.268
Urban population,1247,Russian Federation,RUS,Urban population,SP.URB.TOTL,108843023.0,108866238.0,108700578.0,108515107.0,108329743.0,107987645.0,107528575.0,107067618.0,106568907.0,106132766.0,105771150.0,105433013.0,105152847.0,105037426.0,105055515.0,105149982.0,105261473.0,105407907.0
Urban population (% of total),1248,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,73.376,73.372,73.367,73.363,73.359,73.354,73.35,73.346,73.341,73.373,73.418,73.463,73.508,73.553,73.598,73.642,73.687,73.732
